city,avgCoveredCharges,averagePayments
ALBANY,32262,8930
AMSTERDAM,14643,6376
BATAVIA,12046,6561
BAY SHORE,29006,9108
BETHPAGE,27611,7645
BINGHAMTON,14497,6273
BRONX,24513,14487
BRONXVILLE,20163,7684
BROOKLYN,26658,14303
BUFFALO,15963,8277
CARMEL,26268,7663
COOPERSTOWN,16167,10419
CORNING,18536,7080
CORTLANDT MANOR,28537,7862
EAST MEADOW,24247,13530
ELMHURST,17782,14748
ELMIRA,22577,7199
FAR ROCKAWAY,40913,17818
FLUSHING,30419,12488
FOREST HILLS,32765,10333
GLEN COVE,25300,8185
GLENS FALLS,16379,6528
HARRIS,19828,7640
HUNTINGTON,33668,8332
ITHACA,9421,6703
JAMAICA,13567,13547
JOHNSON CITY,21657,7704
KINGSTON,31660,8613
LONG BEACH,40882,9783
MANHASSET,50397,11715
MIDDLETOWN,57431,9193
MINEOLA,48817,10203
MOUNT KISCO,25598,7717
NEW HYDE PARK,48810,13226
NEW ROCHELLE,25118,11355
NEW YORK,39434,13706
NEWARK,23576,8722
NEWBURGH,27968,8163
NYACK,42194,9012
OCEANSIDE,47438,9632
PATCHOGUE,41243,8274
PLAINVIEW,32826,8590
PORT JERVIS,27598,8421
POUGHKEEPSIE,36441,8817
RIVERHEAD,26430,8020
ROCHESTER,14608,8032
ROCKVILLE CENTR,31562,8774
ROME,25141,6538
ROSLYN,56192,8758
SCHENECTADY,23034,6632
SLEEPY HOLLOW,34260,9680
SMITHTOWN,38370,7433
STATEN ISLAND,22813,10709
STONY BROOK,39050,12486
SUFFERN,40079,8911
SYRACUSE,21503,8933
TROY,21091,6462
UTICA,18111,6944
VALHALLA,74138,15944
VALLEY STREAM,27250,7926
WATERTOWN,29307,11734
WEST ISLIP,58958,10008
WHITE PLAINS,24808,8175
YONKERS,28795,10573
