city,avgCoveredCharges,averagePayments
ALBANY,37756,12064
AMSTERDAM,18399,9184
BAY SHORE,41326,14248
BRONX,36905,24551
BRONXVILLE,37104,12156
BROOKLYN,34285,21329
BUFFALO,23760,12811
CARMEL,47455,12015
COOPERSTOWN,15321,15478
CORTLANDT MANOR,88026,15027
EAST MEADOW,23054,17975
ELMIRA,20751,10694
FAR ROCKAWAY,47927,22436
FLUSHING,31849,17771
FOREST HILLS,43276,15798
GLEN COVE,30073,13422
GLENS FALLS,29208,10030
HARRIS,25472,11543
HUDSON,18604,10613
HUNTINGTON,45922,11566
JAMAICA,23243,22207
JOHNSON CITY,20459,11291
KINGSTON,45186,13686
LEWISTON,16140,11281
MANHASSET,72389,17619
MIDDLETOWN,57281,14098
MINEOLA,64318,16643
NEW HYDE PARK,69434,21187
NEW ROCHELLE,33622,17774
NEW YORK,55237,21054
NEWBURGH,52077,12688
NYACK,97132,16114
OCEANSIDE,56516,15197
OGDENSBURG,14142,11266
PATCHOGUE,65260,12585
PLAINVIEW,37300,13682
PLATTSBURGH,39701,16931
PORT JEFFERSON,59615,11809
POUGHKEEPSIE,49815,14051
RIVERHEAD,38396,12181
ROCHESTER,21392,12910
ROCKVILLE CENTR,53540,12578
ROSLYN,52379,13977
SARATOGA SPRING,28327,9382
SCHENECTADY,36114,10060
SMITHTOWN,59087,11898
STATEN ISLAND,47827,17920
STONY BROOK,70087,20971
SUFFERN,93740,14785
SYRACUSE,33781,14915
TROY,33907,11684
UTICA,31123,11100
VALHALLA,116146,28178
VALLEY STREAM,50100,12631
WEST ISLIP,45939,13050
WHITE PLAINS,36346,11503
YONKERS,17647,15594
